accident_id,accident_date,state,road_type,cause,weather,light_condition,vehicle_type,severity,casualties,fatalities,speed_kmph
ACC00812,2019-11-15 03:00,West Bengal,State Highway,Drunk Driving,Foggy,Dawn/Dusk,Pedestrian,Serious,1,1,37.6
ACC00813,2020-06-06 09:00,Bihar,National Highway,Signal Jumping,Windy,Night - Street Lit,Bus,Fatal,1,1,28.4
ACC00814,2019-11-16 21:00,Uttar Pradesh,National Highway,Drunk Driving,Hazy,Night - Street Lit,Bus,Fatal,2,0,76.7
ACC00815,2019-12-13 20:00,West Bengal,Rural Road,Vehicle Failure,Foggy,Night - No Light,Pedestrian,Serious,1,0,20.8
ACC00816,2021-01-03 03:00,Madhya Pradesh,Urban Road,Drunk Driving,Foggy,Night - Street Lit,Bus,Minor,1,1,40.3
ACC00817,2023-09-22 20:00,Gujarat,National Highway,Distracted Driving,Rainy,Night - Street Lit,Auto-Rickshaw,Serious,2,1,15.0
ACC00818,2022-06-10 11:00,Uttar Pradesh,Urban Road,Poor Road Condition,Rainy,Daylight,Car,Fatal,4,1,27.5
ACC00819,2021-06-10 01:00,West Bengal,National Highway,Bad Weather,Foggy,Night - Street Lit,Auto-Rickshaw,Minor,3,1,2.6
ACC00820,2021-04-07 15:00,Karnataka,Rural Road,Wrong Side Driving,Hazy,Night - No Light,Pedestrian,Minor,5,2,85.1
ACC00821,2018-06-12 19:00,Maharashtra,Urban Road,Wrong Side Driving,Rainy,Daylight,Truck,Serious,3,1,33.1
ACC00822,2020-10-13 04:00,Uttar Pradesh,Urban Road,Signal Jumping,Foggy,Daylight,Bus,Fatal,4,0,45.7
ACC00823,2018-10-06 19:00,Odisha,Rural Road,Vehicle Failure,Clear,Night - Street Lit,Bus,Fatal,0,0,87.4
ACC00824,2020-11-24 18:00,Tamil Nadu,National Highway,Bad Weather,Foggy,Night - No Light,Car,Serious,1,0,37.4
ACC00825,2019-05-21 12:00,Uttar Pradesh,Urban Road,Bad Weather,Rainy,Night - Street Lit,Two-Wheeler,Fatal,1,0,16.0
ACC00826,2021-11-15 13:00,Rajasthan,Urban Road,Vehicle Failure,Rainy,Daylight,Two-Wheeler,Serious,2,1,57.7
ACC00827,2019-06-08 17:00,Gujarat,State Highway,Drunk Driving,Clear,Night - Street Lit,Pedestrian,Serious,3,0,72.7
ACC00828,2022-10-18 14:00,Uttar Pradesh,Expressway,Distracted Driving,Foggy,Dawn/Dusk,Bus,Fatal,4,1,35.8
ACC00829,2019-11-11 14:00,Rajasthan,Urban Road,Distracted Driving,Foggy,Dawn/Dusk,Two-Wheeler,Minor,3,0,46.8
ACC00830,2021-04-17 18:00,West Bengal,State Highway,Wrong Side Driving,Foggy,Dawn/Dusk,Car,Serious,3,0,70.3
ACC00831,2020-03-09 14:00,Maharashtra,Expressway,Signal Jumping,Hazy,Dawn/Dusk,Truck,Serious,1,0,82.1
ACC00832,2019-01-07 09:00,Odisha,State Highway,Signal Jumping,Hazy,Night - No Light,Two-Wheeler,Serious,0,0,56.2
ACC00833,2022-10-13 14:00,Uttar Pradesh,Expressway,Poor Road Condition,Clear,Night - Street Lit,Pedestrian,Serious,2,0,42.1
ACC00834,2021-02-14 02:00,Tamil Nadu,Expressway,Distracted Driving,Rainy,Night - No Light,Pedestrian,Serious,1,0,66.9
ACC00835,2021-02-06 01:00,Uttar Pradesh,Expressway,Over Speeding,Windy,Night - Street Lit,Pedestrian,Serious,1,0,24.1
ACC00836,2021-05-08 09:00,Maharashtra,Urban Road,Wrong Side Driving,Clear,Night - No Light,Bus,Serious,4,3,28.4
ACC00837,2018-12-14 06:00,Bihar,Rural Road,Over Speeding,Clear,Night - Street Lit,Car,Minor,4,3,52.7
ACC00838,2023-01-25 21:00,Gujarat,Urban Road,Poor Road Condition,Clear,Night - Street Lit,Bus,Serious,2,0,19.1
ACC00839,2023-05-06 01:00,Tamil Nadu,National Highway,Signal Jumping,Foggy,Daylight,Car,Minor,0,0,7.0
ACC00840,2018-10-22 15:00,Rajasthan,Urban Road,Signal Jumping,Hazy,Night - No Light,Bus,Minor,2,1,62.6
ACC00841,2020-05-14 16:00,Maharashtra,Urban Road,Poor Road Condition,Clear,Daylight,Auto-Rickshaw,Fatal,0,0,61.2
ACC00842,2019-03-23 13:00,Bihar,Expressway,Distracted Driving,Rainy,Daylight,Auto-Rickshaw,Fatal,1,1,70.9
ACC00843,2020-02-04 20:00,Madhya Pradesh,State Highway,Bad Weather,Hazy,Daylight,Auto-Rickshaw,Minor,3,1,59.8
ACC00844,2018-04-18 00:00,Madhya Pradesh,Urban Road,Over Speeding,Clear,Dawn/Dusk,Two-Wheeler,Minor,3,0,115.7
ACC00845,2018-03-25 21:00,Karnataka,National Highway,Distracted Driving,Clear,Night - No Light,Bus,Serious,2,0,0.9
ACC00846,2019-08-18 16:00,Odisha,Urban Road,Drunk Driving,Windy,Daylight,Two-Wheeler,Fatal,2,1,98.0
ACC00847,2019-11-28 16:00,Odisha,National Highway,Over Speeding,Windy,Daylight,Pedestrian,Minor,0,0,51.2
ACC00848,2023-08-21 23:00,Odisha,Expressway,Bad Weather,Rainy,Night - Street Lit,Bus,Fatal,4,1,23.8
ACC00849,2019-08-24 14:00,Rajasthan,Urban Road,Wrong Side Driving,Windy,Dawn/Dusk,Auto-Rickshaw,Fatal,3,2,79.4
ACC00850,2023-04-16 00:00,Karnataka,National Highway,Wrong Side Driving,Rainy,Night - No Light,Two-Wheeler,Serious,0,0,109.1
ACC00851,2022-05-10 04:00,Uttar Pradesh,Expressway,Bad Weather,Hazy,Night - No Light,Car,Minor,0,0,71.0
ACC00852,2021-06-12 10:00,Uttar Pradesh,Urban Road,Poor Road Condition,Clear,Dawn/Dusk,Pedestrian,Fatal,0,0,82.1
ACC00853,2018-01-24 10:00,Tamil Nadu,Urban Road,Drunk Driving,Rainy,Night - Street Lit,Pedestrian,Fatal,4,1,71.6
ACC00854,2019-02-09 21:00,West Bengal,Urban Road,Signal Jumping,Rainy,Dawn/Dusk,Pedestrian,Fatal,2,2,23.0
ACC00855,2020-02-13 03:00,Odisha,National Highway,Drunk Driving,Clear,Night - Street Lit,Bus,Serious,3,2,70.6
ACC00856,2020-09-15 22:00,Rajasthan,State Highway,Drunk Driving,Hazy,Night - Street Lit,Auto-Rickshaw,Fatal,0,0,80.0
ACC00857,2021-05-01 23:00,Madhya Pradesh,State Highway,Bad Weather,Foggy,Night - No Light,Auto-Rickshaw,Serious,4,2,105.0
ACC00858,2020-03-23 20:00,Karnataka,State Highway,Bad Weather,Rainy,Dawn/Dusk,Pedestrian,Serious,2,2,115.9
ACC00859,2021-09-01 21:00,Maharashtra,Expressway,Bad Weather,Hazy,Daylight,Bus,Serious,3,2,67.2
ACC00860,2018-06-26 15:00,West Bengal,National Highway,Over Speeding,Foggy,Daylight,Car,Fatal,1,1,6.7
ACC00861,2023-09-05 22:00,Bihar,National Highway,Distracted Driving,Foggy,Night - Street Lit,Car,Fatal,2,1,76.0
ACC00862,2021-02-02 04:00,Madhya Pradesh,Urban Road,Wrong Side Driving,Hazy,Night - Street Lit,Bus,Minor,3,0,82.0
ACC00863,2020-02-24 03:00,Odisha,National Highway,Wrong Side Driving,Rainy,Night - No Light,Car,Fatal,1,1,28.6
ACC00864,2018-08-04 21:00,Maharashtra,Rural Road,Poor Road Condition,Clear,Dawn/Dusk,Bus,Serious,5,2,46.7
ACC00865,2019-09-28 20:00,Gujarat,State Highway,Poor Road Condition,Foggy,Dawn/Dusk,Car,Serious,1,0,103.2
ACC00866,2020-06-08 15:00,West Bengal,Rural Road,Signal Jumping,Windy,Night - No Light,Pedestrian,Minor,4,1,81.3
ACC00867,2019-01-14 14:00,Madhya Pradesh,Rural Road,Bad Weather,Windy,Night - No Light,Pedestrian,Minor,3,2,46.2
ACC00868,2022-12-18 01:00,Madhya Pradesh,Urban Road,Over Speeding,Foggy,Night - No Light,Truck,Minor,3,2,28.1
ACC00869,2021-07-17 06:00,Maharashtra,State Highway,Signal Jumping,Clear,Dawn/Dusk,Auto-Rickshaw,Fatal,3,2,80.1
ACC00870,2018-01-22 16:00,Maharashtra,Rural Road,Wrong Side Driving,Clear,Night - Street Lit,Car,Serious,2,0,28.6
ACC00871,2023-11-16 08:00,Madhya Pradesh,Expressway,Bad Weather,Foggy,Night - Street Lit,Bus,Fatal,4,1,52.0
ACC00872,2019-05-16 05:00,Madhya Pradesh,National Highway,Distracted Driving,Windy,Dawn/Dusk,Bus,Fatal,3,1,21.3
ACC00873,2022-08-28 05:00,Karnataka,National Highway,Drunk Driving,Clear,Night - Street Lit,Two-Wheeler,Minor,0,0,108.8
ACC00874,2020-03-16 10:00,Madhya Pradesh,National Highway,Distracted Driving,Windy,Night - No Light,Bus,Fatal,1,1,94.8
ACC00875,2021-09-20 11:00,Karnataka,National Highway,Signal Jumping,Windy,Night - No Light,Pedestrian,Serious,3,1,102.0
ACC00876,2022-03-16 22:00,Uttar Pradesh,National Highway,Bad Weather,Windy,Daylight,Bus,Serious,3,0,17.5
ACC00877,2021-08-08 23:00,Maharashtra,National Highway,Vehicle Failure,Hazy,Dawn/Dusk,Car,Fatal,2,0,91.6
ACC00878,2022-03-09 13:00,West Bengal,Expressway,Drunk Driving,Hazy,Night - No Light,Two-Wheeler,Serious,2,0,111.3
ACC00879,2019-02-02 11:00,Odisha,Rural Road,Bad Weather,Foggy,Dawn/Dusk,Bus,Fatal,4,0,63.0
ACC00880,2023-05-12 02:00,West Bengal,Expressway,Bad Weather,Foggy,Dawn/Dusk,Pedestrian,Serious,0,0,101.9
ACC00881,2021-01-11 15:00,Karnataka,Urban Road,Distracted Driving,Hazy,Dawn/Dusk,Bus,Serious,4,1,32.0
ACC00882,2021-08-18 22:00,Gujarat,Urban Road,Drunk Driving,Hazy,Night - No Light,Pedestrian,Serious,1,0,115.0
ACC00883,2021-09-06 06:00,Madhya Pradesh,Urban Road,Bad Weather,Hazy,Night - No Light,Truck,Fatal,3,2,28.2
ACC00884,2022-08-24 22:00,Bihar,National Highway,Drunk Driving,Foggy,Night - Street Lit,Two-Wheeler,Fatal,2,0,21.9
ACC00885,2018-06-13 14:00,Gujarat,Expressway,Poor Road Condition,Hazy,Dawn/Dusk,Car,Minor,1,1,5.8
ACC00886,2019-07-25 06:00,Maharashtra,National Highway,Vehicle Failure,Rainy,Night - No Light,Truck,Minor,1,0,96.8
ACC00887,2022-08-10 15:00,Rajasthan,Expressway,Over Speeding,Hazy,Dawn/Dusk,Car,Minor,2,0,104.5
ACC00888,2018-01-15 01:00,Maharashtra,Expressway,Bad Weather,Hazy,Night - No Light,Car,Minor,5,1,81.5
ACC00889,2022-08-19 03:00,West Bengal,Expressway,Bad Weather,Foggy,Night - Street Lit,Auto-Rickshaw,Fatal,3,1,33.0
ACC00890,2023-12-25 21:00,Bihar,National Highway,Over Speeding,Clear,Daylight,Car,Minor,5,2,87.8
ACC00891,2022-10-06 09:00,Gujarat,Rural Road,Vehicle Failure,Windy,Dawn/Dusk,Bus,Fatal,0,0,5.5
ACC00892,2019-03-04 21:00,Bihar,Expressway,Signal Jumping,Rainy,Dawn/Dusk,Pedestrian,Serious,2,1,23.5
ACC00893,2022-11-15 18:00,Tamil Nadu,National Highway,Over Speeding,Clear,Dawn/Dusk,Auto-Rickshaw,Fatal,1,0,82.3
ACC00894,2020-11-10 14:00,Madhya Pradesh,Expressway,Drunk Driving,Windy,Dawn/Dusk,Bus,Fatal,1,0,111.7
ACC00895,2023-03-16 18:00,Gujarat,Expressway,Signal Jumping,Rainy,Night - No Light,Bus,Fatal,1,0,54.6
ACC00896,2022-11-17 22:00,Karnataka,Urban Road,Distracted Driving,Clear,Night - No Light,Pedestrian,Fatal,1,0,108.2
ACC00897,2020-03-06 09:00,Maharashtra,Rural Road,Distracted Driving,Rainy,Night - Street Lit,Truck,Fatal,2,0,50.9
ACC00898,2020-08-23 19:00,Gujarat,State Highway,Poor Road Condition,Clear,Night - Street Lit,Pedestrian,Minor,2,1,10.5
ACC00899,2021-10-15 22:00,Bihar,National Highway,Distracted Driving,Windy,Dawn/Dusk,Truck,Minor,0,0,65.9
ACC00900,2023-01-06 08:00,Maharashtra,National Highway,Signal Jumping,Hazy,Daylight,Pedestrian,Fatal,1,1,65.5
ACC00901,2022-07-14 21:00,Tamil Nadu,Expressway,Vehicle Failure,Hazy,Daylight,Bus,Serious,2,1,8.2
ACC00902,2021-10-20 12:00,Tamil Nadu,Expressway,Over Speeding,Rainy,Night - Street Lit,Car,Fatal,1,1,42.4
ACC00903,2019-07-24 16:00,Odisha,Rural Road,Bad Weather,Foggy,Night - Street Lit,Auto-Rickshaw,Minor,1,1,106.1
ACC00904,2023-04-23 14:00,Maharashtra,State Highway,Over Speeding,Hazy,Night - Street Lit,Auto-Rickshaw,Fatal,3,3,81.6
ACC00905,2018-03-25 17:00,Maharashtra,State Highway,Vehicle Failure,Windy,Daylight,Car,Fatal,2,1,69.1
ACC00906,2019-05-17 20:00,Karnataka,Urban Road,Signal Jumping,Rainy,Daylight,Two-Wheeler,Minor,6,3,95.1
ACC00907,2020-10-06 08:00,Odisha,Urban Road,Drunk Driving,Windy,Dawn/Dusk,Auto-Rickshaw,Fatal,1,0,94.9
ACC00908,2023-01-20 18:00,Odisha,Expressway,Signal Jumping,Hazy,Night - No Light,Truck,Fatal,4,1,95.9
ACC00909,2018-11-24 03:00,Odisha,Rural Road,Distracted Driving,Clear,Night - No Light,Auto-Rickshaw,Serious,2,0,75.4
ACC00910,2023-05-23 07:00,Karnataka,State Highway,Vehicle Failure,Foggy,Night - Street Lit,Bus,Minor,0,0,50.2
ACC00911,2020-02-24 06:00,Gujarat,State Highway,Drunk Driving,Foggy,Dawn/Dusk,Pedestrian,Serious,3,1,72.5
ACC00912,2023-02-08 03:00,Rajasthan,Urban Road,Poor Road Condition,Rainy,Daylight,Pedestrian,Minor,3,2,102.4
ACC00913,2020-05-02 02:00,West Bengal,State Highway,Wrong Side Driving,Clear,Night - No Light,Pedestrian,Fatal,1,0,60.7
ACC00914,2023-04-08 23:00,Bihar,Rural Road,Signal Jumping,Windy,Night - No Light,Auto-Rickshaw,Serious,1,1,61.5
ACC00915,2018-03-06 03:00,West Bengal,Urban Road,Distracted Driving,Rainy,Night - No Light,Bus,Serious,3,2,76.8
ACC00916,2018-08-19 11:00,Rajasthan,Urban Road,Vehicle Failure,Windy,Daylight,Auto-Rickshaw,Minor,3,3,64.9
ACC00917,2022-11-17 05:00,Uttar Pradesh,Urban Road,Drunk Driving,Windy,Night - No Light,Truck,Minor,4,2,93.6
ACC00918,2018-01-05 01:00,Odisha,Rural Road,Wrong Side Driving,Hazy,Dawn/Dusk,Two-Wheeler,Minor,1,0,105.6
ACC00919,2020-02-20 21:00,Odisha,Expressway,Drunk Driving,Clear,Dawn/Dusk,Truck,Minor,0,0,77.8
ACC00920,2021-10-26 13:00,Uttar Pradesh,National Highway,Poor Road Condition,Rainy,Night - Street Lit,Auto-Rickshaw,Fatal,2,2,40.2
ACC00921,2022-03-26 19:00,Gujarat,Expressway,Bad Weather,Foggy,Night - No Light,Car,Minor,2,0,30.2
ACC00922,2019-06-07 05:00,Madhya Pradesh,Expressway,Distracted Driving,Foggy,Dawn/Dusk,Bus,Minor,1,1,91.2
ACC00923,2019-11-09 22:00,Karnataka,National Highway,Vehicle Failure,Clear,Night - Street Lit,Pedestrian,Fatal,1,1,6.1
ACC00924,2018-01-01 15:00,Karnataka,Urban Road,Signal Jumping,Rainy,Daylight,Car,Serious,5,1,5.3
ACC00925,2021-05-28 23:00,Madhya Pradesh,Urban Road,Signal Jumping,Hazy,Dawn/Dusk,Bus,Serious,1,0,101.9
ACC00926,2020-11-04 14:00,Tamil Nadu,Rural Road,Signal Jumping,Rainy,Dawn/Dusk,Truck,Serious,3,2,55.8
ACC00927,2021-01-06 15:00,Bihar,Expressway,Vehicle Failure,Hazy,Night - Street Lit,Truck,Minor,3,3,111.5
ACC00928,2023-06-18 06:00,Odisha,Urban Road,Vehicle Failure,Windy,Daylight,Auto-Rickshaw,Fatal,3,0,17.6
ACC00929,2022-09-02 21:00,Madhya Pradesh,Expressway,Bad Weather,Hazy,Night - Street Lit,Truck,Fatal,0,0,48.8
ACC00930,2022-08-03 17:00,Maharashtra,Urban Road,Drunk Driving,Foggy,Dawn/Dusk,Car,Fatal,2,1,36.3
ACC00931,2018-12-17 21:00,Odisha,State Highway,Over Speeding,Clear,Dawn/Dusk,Auto-Rickshaw,Minor,3,1,89.8
ACC00932,2019-12-13 21:00,Karnataka,Rural Road,Drunk Driving,Windy,Dawn/Dusk,Car,Serious,0,0,3.9
ACC00933,2021-03-24 11:00,Madhya Pradesh,State Highway,Poor Road Condition,Hazy,Dawn/Dusk,Pedestrian,Minor,1,1,77.2
ACC00934,2021-06-02 05:00,Uttar Pradesh,Expressway,Poor Road Condition,Rainy,Dawn/Dusk,Car,Serious,2,1,86.5
ACC00935,2018-08-11 04:00,Rajasthan,Rural Road,Over Speeding,Windy,Night - Street Lit,Car,Fatal,0,0,33.1
ACC00936,2021-12-01 11:00,Madhya Pradesh,National Highway,Signal Jumping,Windy,Daylight,Bus,Fatal,0,0,24.2
ACC00937,2018-12-13 14:00,West Bengal,Urban Road,Over Speeding,Hazy,Daylight,Pedestrian,Fatal,3,0,31.7
ACC00938,2021-05-20 20:00,Rajasthan,Rural Road,Drunk Driving,Hazy,Night - No Light,Two-Wheeler,Fatal,3,3,118.1
ACC00939,2023-09-06 05:00,Uttar Pradesh,National Highway,Signal Jumping,Hazy,Dawn/Dusk,Pedestrian,Minor,3,1,53.6
ACC00940,2022-10-09 22:00,Rajasthan,National Highway,Drunk Driving,Rainy,Daylight,Pedestrian,Minor,0,0,92.5
ACC00941,2020-01-27 03:00,Bihar,Rural Road,Vehicle Failure,Windy,Night - No Light,Two-Wheeler,Serious,0,0,29.2
ACC00942,2021-09-23 22:00,Tamil Nadu,National Highway,Wrong Side Driving,Rainy,Dawn/Dusk,Two-Wheeler,Serious,3,3,46.3
ACC00943,2019-06-15 12:00,Karnataka,Urban Road,Bad Weather,Foggy,Night - Street Lit,Bus,Minor,1,0,10.7
ACC00944,2021-12-08 14:00,West Bengal,Urban Road,Signal Jumping,Clear,Night - No Light,Bus,Minor,2,0,88.4
ACC00945,2022-09-21 15:00,Karnataka,State Highway,Wrong Side Driving,Windy,Daylight,Auto-Rickshaw,Serious,2,0,111.6
ACC00946,2023-04-17 18:00,Tamil Nadu,State Highway,Distracted Driving,Windy,Night - No Light,Bus,Fatal,1,1,17.6
ACC00947,2019-08-19 10:00,Maharashtra,State Highway,Bad Weather,Rainy,Night - No Light,Bus,Fatal,3,0,26.5
ACC00948,2021-12-28 14:00,Madhya Pradesh,State Highway,Vehicle Failure,Rainy,Night - Street Lit,Truck,Fatal,0,0,108.5
ACC00949,2020-02-10 09:00,West Bengal,State Highway,Vehicle Failure,Windy,Night - No Light,Auto-Rickshaw,Serious,3,0,42.1
ACC00950,2020-02-26 15:00,Karnataka,Rural Road,Vehicle Failure,Clear,Dawn/Dusk,Bus,Fatal,3,0,111.4
ACC00951,2021-10-23 21:00,Karnataka,Urban Road,Signal Jumping,Clear,Daylight,Auto-Rickshaw,Minor,2,0,70.0
ACC00952,2022-02-03 13:00,Maharashtra,National Highway,Distracted Driving,Clear,Dawn/Dusk,Bus,Minor,1,0,10.8
ACC00953,2018-08-11 23:00,Madhya Pradesh,State Highway,Over Speeding,Clear,Daylight,Pedestrian,Serious,4,0,67.5
ACC00954,2018-06-24 17:00,Uttar Pradesh,Rural Road,Drunk Driving,Windy,Night - Street Lit,Pedestrian,Serious,2,1,114.1
ACC00955,2022-08-19 22:00,Madhya Pradesh,Urban Road,Vehicle Failure,Rainy,Night - Street Lit,Auto-Rickshaw,Serious,1,1,111.8
ACC00956,2020-01-11 14:00,Tamil Nadu,Urban Road,Vehicle Failure,Rainy,Night - No Light,Pedestrian,Serious,4,3,9.1
ACC00957,2018-12-14 05:00,Tamil Nadu,Rural Road,Wrong Side Driving,Windy,Daylight,Car,Serious,2,2,36.6
ACC00958,2021-05-05 20:00,Tamil Nadu,Expressway,Over Speeding,Hazy,Night - Street Lit,Bus,Fatal,3,1,10.0
ACC00959,2018-05-01 19:00,Tamil Nadu,National Highway,Vehicle Failure,Foggy,Night - Street Lit,Two-Wheeler,Fatal,1,0,88.8
ACC00960,2019-07-05 12:00,Rajasthan,National Highway,Distracted Driving,Foggy,Daylight,Bus,Serious,4,2,29.7
ACC00961,2023-10-05 12:00,Uttar Pradesh,Rural Road,Wrong Side Driving,Rainy,Dawn/Dusk,Car,Minor,2,0,67.6
ACC00962,2022-09-08 05:00,Madhya Pradesh,Rural Road,Distracted Driving,Windy,Daylight,Two-Wheeler,Serious,3,0,20.7
ACC00963,2022-07-14 00:00,Tamil Nadu,National Highway,Over Speeding,Rainy,Night - Street Lit,Bus,Serious,4,0,49.5
ACC00964,2021-08-17 05:00,Bihar,State Highway,Over Speeding,Clear,Night - No Light,Bus,Serious,5,1,106.1
ACC00965,2020-07-20 01:00,Bihar,National Highway,Vehicle Failure,Hazy,Dawn/Dusk,Truck,Minor,2,1,57.9
ACC00966,2018-03-26 23:00,Maharashtra,Urban Road,Drunk Driving,Foggy,Night - Street Lit,Auto-Rickshaw,Fatal,2,2,78.0
ACC00967,2021-05-07 05:00,Tamil Nadu,Rural Road,Drunk Driving,Rainy,Night - No Light,Bus,Fatal,5,3,49.3
ACC00968,2020-01-28 02:00,Tamil Nadu,Urban Road,Wrong Side Driving,Clear,Night - No Light,Pedestrian,Serious,3,1,115.6
ACC00969,2018-10-05 21:00,Maharashtra,State Highway,Over Speeding,Windy,Daylight,Two-Wheeler,Fatal,1,1,89.4
ACC00970,2020-11-21 20:00,Madhya Pradesh,State Highway,Poor Road Condition,Foggy,Daylight,Pedestrian,Minor,0,0,82.7
ACC00971,2019-10-03 16:00,Karnataka,National Highway,Signal Jumping,Rainy,Night - No Light,Auto-Rickshaw,Serious,4,1,43.0
ACC00972,2020-06-08 04:00,Uttar Pradesh,Urban Road,Wrong Side Driving,Clear,Dawn/Dusk,Truck,Serious,3,0,51.4
ACC00973,2019-03-24 03:00,Odisha,State Highway,Over Speeding,Clear,Dawn/Dusk,Auto-Rickshaw,Serious,0,0,54.9
ACC00974,2019-10-28 12:00,Rajasthan,State Highway,Over Speeding,Clear,Night - Street Lit,Truck,Serious,3,0,59.1
ACC00975,2019-09-27 21:00,Bihar,Urban Road,Bad Weather,Clear,Daylight,Truck,Fatal,2,1,14.5
ACC00976,2018-05-03 21:00,Uttar Pradesh,State Highway,Distracted Driving,Windy,Daylight,Car,Fatal,0,0,105.1
ACC00977,2019-11-07 09:00,West Bengal,National Highway,Signal Jumping,Clear,Night - Street Lit,Pedestrian,Serious,0,0,103.3
ACC00978,2023-08-14 06:00,Tamil Nadu,National Highway,Vehicle Failure,Rainy,Dawn/Dusk,Two-Wheeler,Minor,1,1,109.8
ACC00979,2019-05-12 18:00,Odisha,State Highway,Over Speeding,Clear,Daylight,Car,Fatal,1,1,36.2
ACC00980,2022-02-19 02:00,Maharashtra,Urban Road,Drunk Driving,Clear,Dawn/Dusk,Auto-Rickshaw,Serious,2,0,66.9
ACC00981,2020-08-10 20:00,Tamil Nadu,Urban Road,Bad Weather,Foggy,Night - No Light,Bus,Fatal,2,0,117.7
ACC00982,2018-04-03 18:00,Gujarat,State Highway,Distracted Driving,Windy,Dawn/Dusk,Car,Minor,1,0,49.1
ACC00983,2019-08-23 17:00,Bihar,Urban Road,Wrong Side Driving,Rainy,Night - No Light,Car,Minor,1,1,88.6
ACC00984,2020-01-01 00:00,Bihar,Expressway,Wrong Side Driving,Clear,Night - No Light,Car,Serious,2,2,6.5
ACC00985,2021-08-07 07:00,Bihar,National Highway,Bad Weather,Rainy,Night - Street Lit,Two-Wheeler,Serious,4,0,118.5
ACC00986,2020-10-08 17:00,West Bengal,Rural Road,Over Speeding,Foggy,Dawn/Dusk,Pedestrian,Minor,1,0,4.9
ACC00987,2023-07-27 01:00,Madhya Pradesh,State Highway,Distracted Driving,Rainy,Dawn/Dusk,Car,Fatal,1,0,119.6
ACC00988,2021-09-22 04:00,Madhya Pradesh,National Highway,Poor Road Condition,Clear,Night - Street Lit,Bus,Minor,0,0,7.9
ACC00989,2019-09-26 04:00,Gujarat,National Highway,Poor Road Condition,Hazy,Night - Street Lit,Two-Wheeler,Serious,4,1,92.2
ACC00990,2021-02-14 07:00,Tamil Nadu,State Highway,Vehicle Failure,Hazy,Night - No Light,Car,Serious,1,1,102.8
ACC00991,2018-08-26 21:00,Maharashtra,Expressway,Bad Weather,Rainy,Dawn/Dusk,Two-Wheeler,Fatal,1,0,35.7
ACC00992,2023-09-08 05:00,Gujarat,Urban Road,Over Speeding,Rainy,Daylight,Bus,Minor,1,1,112.7
ACC00993,2018-08-27 19:00,West Bengal,Urban Road,Signal Jumping,Foggy,Daylight,Bus,Serious,1,0,55.1
ACC00994,2018-09-05 15:00,Bihar,Expressway,Bad Weather,Clear,Night - Street Lit,Truck,Minor,2,2,2.2
ACC00995,2019-12-07 07:00,Tamil Nadu,Urban Road,Drunk Driving,Hazy,Dawn/Dusk,Truck,Serious,5,1,71.5
ACC00996,2020-11-06 00:00,Madhya Pradesh,Urban Road,Over Speeding,Windy,Night - No Light,Bus,Minor,0,0,55.7
ACC00997,2018-07-07 10:00,West Bengal,Expressway,Bad Weather,Clear,Dawn/Dusk,Car,Serious,3,1,12.3
ACC00998,2022-08-13 18:00,Madhya Pradesh,Rural Road,Over Speeding,Clear,Night - No Light,Truck,Serious,2,0,94.0
ACC00999,2022-11-05 10:00,West Bengal,State Highway,Signal Jumping,Clear,Night - No Light,Bus,Minor,2,1,8.0
ACC01000,2018-04-19 16:00,Bihar,National Highway,Bad Weather,Hazy,Daylight,Bus,Minor,2,1,88.3
ACC01001,2023-09-23 03:00,West Bengal,National Highway,Over Speeding,Clear,Night - Street Lit,Auto-Rickshaw,Serious,2,1,76.6
ACC01002,2018-08-05 01:00,Bihar,Rural Road,Poor Road Condition,Windy,Dawn/Dusk,Pedestrian,Minor,1,1,105.1
ACC01003,2022-12-26 22:00,Madhya Pradesh,Rural Road,Vehicle Failure,Rainy,Daylight,Two-Wheeler,Serious,1,1,20.9
ACC01004,2022-07-15 17:00,Maharashtra,Expressway,Drunk Driving,Hazy,Night - No Light,Bus,Minor,3,1,60.9
ACC01005,2022-09-25 17:00,Gujarat,Urban Road,Poor Road Condition,Clear,Daylight,Car,Minor,4,0,21.6
ACC01006,2021-06-21 13:00,Uttar Pradesh,Rural Road,Vehicle Failure,Foggy,Daylight,Truck,Fatal,1,0,21.1
ACC01007,2022-11-10 20:00,Odisha,Expressway,Wrong Side Driving,Rainy,Night - Street Lit,Auto-Rickshaw,Minor,0,0,63.3
ACC01008,2019-04-28 10:00,Madhya Pradesh,Rural Road,Wrong Side Driving,Foggy,Dawn/Dusk,Auto-Rickshaw,Fatal,3,1,21.6
ACC01009,2022-12-22 23:00,West Bengal,Rural Road,Bad Weather,Hazy,Daylight,Truck,Minor,0,0,19.8
ACC01010,2019-11-05 09:00,Madhya Pradesh,Expressway,Wrong Side Driving,Foggy,Daylight,Bus,Fatal,3,1,85.2
ACC01011,2020-03-21 10:00,Odisha,Urban Road,Wrong Side Driving,Rainy,Night - Street Lit,Car,Serious,0,0,110.5
ACC01012,2018-10-22 20:00,Maharashtra,State Highway,Over Speeding,Rainy,Night - Street Lit,Truck,Serious,0,0,116.5
ACC01013,2021-04-16 11:00,Karnataka,Expressway,Drunk Driving,Foggy,Night - No Light,Two-Wheeler,Serious,2,1,78.3
